pnr_id,trip_id,primary_customer_id,origin,destination,itinerary_flight_keys,intl_flag,group_size,elite_status_level,fare_class_bucket,rebook_flexibility_index,loyalty_value_index,estimated_voucher_cost_usd,pnr_misconnect_prob,pnr_reaccom_complexity_score
PNR2BB9D580,TRIP_F24AE0C0,CUST940145,SLC,CDG,"['DL1900_20260219_003', 'DL1275_20260219_123']",True,4,,U,0.35,0.3,1165.24,0.39,0.27
PNRD855D7AA,TRIP_F4471B9C,CUST171296,ATL,MCO,"['DL6547_20260219_026', 'DL5888_20260219_028']",False,2,GOLD,Q,0.53,0.99,258.07,0.39,0.23
PNRACAB07EA,TRIP_46C7E1B8,CUST968195,LAX,FRA,['DL6839_20260219_105'],True,3,,U,0.38,0.12,0,0.0,0.16
PNRACD370A6,TRIP_AFFBBBB6,CUST509758,JFK,SLC,['DL1062_20260219_101'],False,1,SILVER,E,0.51,0.85,0,0.0,0.11
PNR81FE6FE2,TRIP_4C958BE1,CUST777423,LAX,SLC,['DL2400_20260219_122'],False,2,GOLD,R,0.81,0.67,0,0.0,0.11
PNR83978419,TRIP_C1337E14,CUST537588,ATL,MCO,['DL4870_20260219_127'],False,3,,Y,0.25,0.13,0,0.0,0.27
PNR639042B0,TRIP_59922A1E,CUST661293,JFK,FRA,"['DL7983_20260219_016', 'DL6839_20260219_085']",True,1,,V,0.62,0.38,0,0.17,0.78
PNR42041E05,TRIP_27D02E0D,CUST592126,JFK,LHR,['DL6187_20260219_124'],True,1,PLATINUM,Q,0.44,0.72,0,0.0,0.29
PNRDBF7DA89,TRIP_C6FDCC1B,CUST402982,JFK,LAX,['DL7983_20260219_016'],False,1,,T,0.62,0.17,0,0.0,0.28
PNRAB992ECE,TRIP_C29794BB,CUST642818,SLC,MSP,"['DL4098_20260219_071', 'DL9631_20260219_138']",False,1,DIAMOND,L,0.67,0.35,339.1,0.38,0.64
PNRE13AC0C1,TRIP_11004715,CUST314396,JFK,SEA,['DL1995_20260219_075'],False,1,SILVER,V,0.76,0.62,0,0.0,0.09
PNR311AEE55,TRIP_2637DF2E,CUST291971,MSP,DTW,['DL4203_20260219_074'],False,2,,V,0.82,0.34,0,0.0,0.14
PNR2523736F,TRIP_43157586,CUST364802,DTW,MSP,"['DL6180_20260219_078', 'DL9631_20260219_138']",False,1,,T,0.29,0.21,320.27,0.29,0.41
PNR6D1196A1,TRIP_29D33996,CUST540919,DTW,FRA,"['DL3544_20260219_073', 'DL6839_20260219_105']",True,1,DIAMOND,T,0.34,0.15,271.08,0.25,0.89
PNR00527F0E,TRIP_B23962C4,CUST289902,BOS,DTW,['DL2546_20260219_121'],False,1,,Q,0.29,0.33,0,0.0,0.3
PNR5AA8FDA6,TRIP_AE374327,CUST879116,SEA,MSP,"['DL5950_20260219_024', 'DL3904_20260219_088']",False,1,,Q,0.68,0.16,456.52,0.36,0.55
PNRF0EA02F6,TRIP_188A8C28,CUST748347,BOS,LAX,['DL2447_20260219_070'],False,1,,U,0.62,0.33,0,0.0,0.28
PNR522EB177,TRIP_545DB941,CUST965200,SLC,FRA,"['DL4098_20260219_071', 'DL4572_20260219_049']",True,1,,U,0.47,0.26,0,0.12,0.11
PNR5D33C4F0,TRIP_471D59B6,CUST581827,DTW,SLC,"['DL6180_20260219_078', 'DL3565_20260219_107']",False,1,,R,0.63,0.37,0,0.14,0.83
PNRDDEB42BE,TRIP_90D6EC2E,CUST343459,MCO,AMS,"['DL3693_20260219_000', 'DL6213_20260219_036']",True,2,,N,0.27,0.12,769.94,0.23,0.45
PNRC59A65F2,TRIP_52E99460,CUST667557,JFK,CDG,['DL8037_20260219_098'],True,3,GOLD,Y,0.74,0.28,0,0.0,0.22
PNR1AAB2952,TRIP_E6522D2D,CUST978936,MSP,JFK,['DL9277_20260219_134'],False,1,,N,0.51,0.16,0,0.0,0.09
PNR2B930D0E,TRIP_54AB14EE,CUST387458,SEA,LHR,"['DL4383_20260219_115', 'DL4768_20260219_053']",True,3,,V,0.37,0.19,0,0.19,0.28
PNREA06A548,TRIP_56FE7E7A,CUST776831,JFK,AMS,['DL6213_20260219_120'],True,5,SILVER,U,0.69,0.51,0,0.0,0.25
PNR7D33FB8F,TRIP_30110D05,CUST193806,SEA,LHR,"['DL5950_20260219_108', 'DL6187_20260219_095']",True,1,,G,0.51,0.2,207.65,0.41,0.83
PNR206B240F,TRIP_4DD743B3,CUST499973,DFW,AMS,"['DL9431_20260219_048', 'DL5754_20260219_051']",True,1,,L,0.46,0.33,135.99,0.39,0.83
PNRA9D58C12,TRIP_13E9DE64,CUST256268,DFW,LAX,['DL6724_20260219_064'],False,1,PLATINUM,G,0.41,0.87,0,0.0,0.12
PNR56548F86,TRIP_4DB9BDB8,CUST343076,ATL,JFK,['DL4337_20260219_058'],False,1,,M,0.81,0.29,0,0.0,0.19
PNR714EFC43,TRIP_4ED0CB0D,CUST276083,SLC,DTW,['DL3854_20260219_045'],False,1,,R,0.37,0.34,0,0.0,0.1
PNR476F2836,TRIP_02671889,CUST659890,JFK,SLC,['DL1062_20260219_017'],False,3,,K,0.29,0.24,0,0.0,0.24
PNRED18FD9F,TRIP_58637E1C,CUST441288,LAX,CDG,['DL1275_20260219_039'],True,2,,Y,0.8,0.33,0,0.0,0.18
PNR957E0BC8,TRIP_76D7421D,CUST353677,JFK,JFK,"['DL6858_20260219_020', 'DL7313_20260219_117']",False,1,,Q,0.8,0.35,329.55,0.39,0.32
PNRC9D22D5C,TRIP_3799CCAB,CUST495758,BOS,AMS,"['DL9947_20260219_055', 'DL6213_20260219_036']",True,2,,B,0.3,0.19,0,0.08,0.52
PNR330AEF4F,TRIP_31535847,CUST778799,JFK,SLC,['DL1062_20260219_101'],False,2,SILVER,G,0.86,0.42,0,0.0,0.2
PNR25D06D6B,TRIP_1321A4FB,CUST275002,MCO,ATL,['DL6962_20260219_103'],False,3,,R,0.55,0.25,0,0.0,0.25
PNRE795A92C,TRIP_BC26C46E,CUST491772,SEA,CDG,"['DL8443_20260219_114', 'DL4119_20260219_066']",True,1,PLATINUM,N,0.22,0.54,0,0.2,0.7
PNR777C7379,TRIP_52CCD3F3,CUST780600,SEA,LAX,['DL4383_20260219_115'],False,3,GOLD,Q,0.76,0.46,0,0.0,0.09
PNR4256F9DC,TRIP_8FC004A5,CUST489616,LAX,MCO,['DL5888_20260219_112'],False,1,,G,0.82,0.24,0,0.0,0.15
PNR9EEE5E7B,TRIP_B8F2709E,CUST505334,DTW,SEA,['DL6880_20260219_025'],False,1,,G,0.82,0.36,0,0.0,0.07
PNR75A2F7F8,TRIP_F314A64F,CUST171046,JFK,ATL,['DL7836_20260219_010'],False,4,GOLD,S,0.45,0.27,0,0.0,0.28
PNRDC30C303,TRIP_5CD1F6FD,CUST329317,SEA,CDG,"['DL4383_20260219_031', 'DL1275_20260219_034']",True,2,,B,0.64,0.21,0,0.06,0.46
PNR76C77E04,TRIP_6A204F1B,CUST714068,BOS,ATL,"['DL9947_20260219_139', 'DL7836_20260219_094']",False,2,,B,0.29,0.23,590.01,0.37,0.71
PNR21866AFB,TRIP_82AE3F37,CUST766060,SEA,AMS,"['DL5950_20260219_024', 'DL6213_20260219_036']",True,4,,G,0.39,0.14,1863.99,0.34,0.17
PNRA02A7543,TRIP_609D030A,CUST696948,DTW,SEA,"['DL7313_20260219_117', 'DL1995_20260219_075']",False,1,,Q,0.34,0.34,0,0.13,0.81
PNR3838AFB5,TRIP_6092B435,CUST169445,DTW,SLC,['DL5625_20260219_145'],False,1,PLATINUM,Y,0.31,0.13,0,0.0,0.23
PNRCEE05210,TRIP_860AB878,CUST219786,BOS,ATL,['DL6033_20260219_056'],False,1,DIAMOND,S,0.26,0.51,0,0.0,0.27
PNR0F40C842,TRIP_10E9111C,CUST705073,JFK,LHR,['DL6187_20260219_095'],True,3,DIAMOND,T,0.59,0.9,0,0.0,0.25
PNRFB85EC23,TRIP_A8F8281C,CUST916102,JFK,LHR,"['DL7983_20260219_100', 'DL4768_20260219_093']",True,1,SILVER,T,0.83,0.3,108.89,0.37,0.49
PNRE835DD8B,TRIP_3A790576,CUST414931,MSP,CDG,"['DL7412_20260219_092', 'DL1275_20260219_123']",True,5,DIAMOND,B,0.76,0.33,2148.14,0.43,0.54
PNR803B6478,TRIP_08BFBDCE,CUST203386,BOS,ATL,['DL6033_20260219_056'],False,4,,Q,0.69,0.25,0,0.0,0.15
PNR3864C363,TRIP_2704D34E,CUST795082,MCO,AMS,"['DL6962_20260219_103', 'DL5754_20260219_051']",True,1,,S,0.25,0.19,455.72,0.43,0.45
PNRC801BB5A,TRIP_3AD6CF09,CUST488371,LAX,CDG,['DL1275_20260219_039'],True,1,DIAMOND,V,0.28,0.31,0,0.0,0.27
PNRFA718175,TRIP_CFBF25EB,CUST400383,JFK,SLC,['DL1062_20260219_101'],False,2,,U,0.37,0.34,0,0.0,0.13
PNRD909BEDA,TRIP_E00B1225,CUST934870,DFW,DTW,['DL8877_20260219_096'],False,3,,M,0.72,0.15,0,0.0,0.16
PNR7E095C62,TRIP_D7D64100,CUST134272,LAX,SLC,['DL2400_20260219_038'],False,6,,K,0.29,0.4,0,0.0,0.14
PNR49BAF710,TRIP_015E5DE6,CUST424814,LAX,BOS,['DL2656_20260219_091'],False,2,,K,0.43,0.11,0,0.0,0.2
PNRED969A34,TRIP_06C3F1A7,CUST509850,MCO,JFK,['DL3693_20260219_000'],False,3,,K,0.78,0.25,0,0.0,0.12
PNRF5F7EABE,TRIP_83E1E7E9,CUST372611,ATL,JFK,"['DL6547_20260219_026', 'DL6709_20260219_144']",False,2,,G,0.31,0.33,611.91,0.29,0.5
PNRF2878102,TRIP_CBFE7359,CUST949630,MCO,FRA,"['DL3693_20260219_084', 'DL5757_20260219_005']",True,1,,K,0.52,0.39,222.56,0.33,0.62
PNR7D1EBBB9,TRIP_45C865BF,CUST798619,ATL,SLC,['DL3565_20260219_107'],False,3,,X,0.43,0.17,0,0.0,0.09
PNRE079B95A,TRIP_7254ECB4,CUST232235,MCO,BOS,"['DL1726_20260219_029', 'DL2656_20260219_007']",False,2,,H,0.3,0.12,816.29,0.45,0.65
PNRC1A629F0,TRIP_F6B8C501,CUST843556,LAX,CDG,['DL1275_20260219_123'],True,1,,X,0.35,0.24,0,0.0,0.06
PNRA58B026C,TRIP_F9C073C7,CUST951987,SEA,MSP,"['DL2548_20260219_057', 'DL2163_20260219_083']",False,1,,T,0.55,0.3,259.0,0.21,0.67
PNR2A4FA798,TRIP_E9936D6E,CUST888019,DTW,MSP,['DL2163_20260219_083'],False,2,SILVER,V,0.6,0.73,0,0.0,0.05
PNR0CB997A5,TRIP_CAA23CC5,CUST255365,DFW,LAX,['DL6724_20260219_064'],False,1,,V,0.23,0.14,0,0.0,0.18
PNR377280E9,TRIP_EFE31366,CUST140316,SLC,ATL,['DL4098_20260219_071'],False,4,SILVER,R,0.74,0.67,0,0.0,0.23
PNR19362EDC,TRIP_90A21390,CUST321314,JFK,LHR,['DL6187_20260219_095'],True,1,,L,0.3,0.3,0,0.0,0.26
PNRA583E081,TRIP_F885945A,CUST556065,BOS,LAX,['DL2447_20260219_070'],False,2,PLATINUM,L,0.74,0.76,0,0.0,0.06
PNR05207176,TRIP_941FAF56,CUST146675,BOS,ATL,['DL6033_20260219_140'],False,1,DIAMOND,G,0.4,0.12,0,0.0,0.2
PNR33DCC52D,TRIP_181365B3,CUST738331,JFK,LAX,['DL7983_20260219_016'],False,1,PLATINUM,G,0.6,0.93,0,0.0,0.26
PNR271B06AF,TRIP_966C77C4,CUST707716,MSP,MSP,"['DL4203_20260219_074', 'DL2163_20260219_083']",False,4,GOLD,U,0.38,0.34,1249.19,0.32,0.13
PNRF460354A,TRIP_CF2D19E2,CUST179802,SEA,LAX,['DL4383_20260219_115'],False,1,,B,0.76,0.18,0,0.0,0.25
PNR3B2544CD,TRIP_739E579E,CUST906250,DTW,DFW,['DL2153_20260219_106'],False,1,GOLD,X,0.62,0.15,0,0.0,0.3
PNR0B35D57E,TRIP_AB8B05D7,CUST444548,MCO,AMS,"['DL3693_20260219_084', 'DL6213_20260219_120']",True,1,,N,0.32,0.3,105.68,0.27,0.44
PNRFBDC2697,TRIP_E3D77A11,CUST277233,LAX,SLC,['DL2400_20260219_122'],False,1,,T,0.66,0.3,0,0.0,0.15
PNR816EE919,TRIP_B58AE0D6,CUST424526,LAX,AMS,['DL2266_20260219_052'],True,2,,X,0.9,0.31,0,0.0,0.21
PNR1C61B689,TRIP_9C86DB90,CUST907759,MSP,FRA,"['DL5568_20260219_046', 'DL4572_20260219_049']",True,3,,U,0.76,0.38,0,0.08,0.87
PNR4D95195F,TRIP_31BB1F0F,CUST604618,MSP,ATL,"['DL9277_20260219_134', 'DL7836_20260219_094']",False,1,GOLD,G,0.67,0.35,133.31,0.25,0.73
PNRC585B173,TRIP_A4E82113,CUST750475,DFW,FRA,"['DL7334_20260219_116', 'DL5757_20260219_027']",True,2,,Y,0.76,0.34,269.14,0.41,0.15
PNR36DD1D59,TRIP_1F77C43A,CUST894101,DFW,MCO,"['DL9431_20260219_048', 'DL4870_20260219_127']",False,3,,S,0.64,0.11,1324.21,0.45,0.73
PNR34D4D2AA,TRIP_0F5D7363,CUST299380,ATL,LHR,['DL9406_20260219_131'],True,3,,K,0.63,0.25,0,0.0,0.2
PNRD3DB6225,TRIP_C14137EA,CUST684536,ATL,JFK,['DL4337_20260219_058'],False,3,PLATINUM,S,0.74,0.45,0,0.0,0.21
PNR6F1C4D2F,TRIP_C90FFA37,CUST796862,JFK,AMS,"['DL7983_20260219_016', 'DL2266_20260219_002']",True,1,,E,0.85,0.29,0,0.06,0.43
PNRAB83EEDE,TRIP_B51C10B0,CUST723534,JFK,AMS,['DL6213_20260219_080'],True,3,,H,0.56,0.33,0,0.0,0.2
PNR59DE49E2,TRIP_64246895,CUST225570,SEA,DTW,['DL2548_20260219_141'],False,6,SILVER,V,0.64,0.13,0,0.0,0.26
PNR84BA7BC3,TRIP_7BBE33EE,CUST157580,LAX,LHR,['DL4768_20260219_137'],True,3,,H,0.86,0.3,0,0.0,0.3
PNR2D68EBC8,TRIP_6796EC2E,CUST178011,ATL,DFW,['DL8515_20260219_097'],False,6,,R,0.88,0.21,0,0.0,0.17
PNRDF2FC05A,TRIP_9B70E9DE,CUST293751,JFK,DTW,['DL6858_20260219_104'],False,1,DIAMOND,V,0.7,0.88,0,0.0,0.28
PNRA9DC6A3A,TRIP_47E6587E,CUST905305,DTW,SEA,['DL6880_20260219_025'],False,1,,T,0.43,0.37,0,0.0,0.1
PNR681921B5,TRIP_BA380BE9,CUST675601,MCO,DTW,"['DL1726_20260219_029', 'DL3294_20260219_079']",False,1,,M,0.85,0.36,318.43,0.37,0.83
PNR3504CB36,TRIP_C70FF502,CUST427042,DTW,SEA,['DL6880_20260219_025'],False,4,GOLD,B,0.84,0.48,0,0.0,0.21
PNR687E85E0,TRIP_245DF0BC,CUST212018,LAX,DFW,['DL7578_20260219_035'],False,1,PLATINUM,Y,0.82,0.14,0,0.0,0.25
PNR6B6E97DD,TRIP_A96A93C6,CUST185992,JFK,FRA,['DL5757_20260219_027'],True,1,,U,0.43,0.16,0,0.0,0.28
PNR60FED38F,TRIP_75B5CE30,CUST864148,ATL,LAX,['DL6547_20260219_026'],False,2,,L,0.7,0.15,0,0.0,0.29
PNRC006EE9E,TRIP_39711A84,CUST704704,MSP,ATL,['DL5568_20260219_130'],False,1,,T,0.76,0.33,0,0.0,0.1
PNR1EE0C050,TRIP_A0BED275,CUST301821,JFK,CDG,['DL8037_20260219_015'],True,1,SILVER,N,0.78,0.36,0,0.0,0.08
PNRFF6B32B5,TRIP_B8A03F39,CUST746326,LAX,FRA,['DL6839_20260219_105'],True,4,,U,0.8,0.14,0,0.0,0.16
PNR3D17EC54,TRIP_E6315E55,CUST883061,ATL,MCO,['DL4870_20260219_127'],False,1,,L,0.38,0.14,0,0.0,0.1
PNR6778E9EC,TRIP_B323D816,CUST342069,SEA,ATL,['DL8443_20260219_030'],False,5,,B,0.9,0.32,0,0.0,0.23
PNR01AC6953,TRIP_74F1942C,CUST702485,LAX,CDG,['DL1275_20260219_034'],True,5,,H,0.2,0.16,0,0.0,0.08
PNR13670ADD,TRIP_6178EEDD,CUST254127,LAX,FRA,['DL6839_20260219_105'],True,1,,Q,0.71,0.34,0,0.0,0.27
PNR872B4FCE,TRIP_FF83961B,CUST999422,LAX,CDG,"['DL2205_20260219_126', 'DL4119_20260219_081']",True,2,SILVER,G,0.64,0.29,482.54,0.32,0.8
PNR50A3760B,TRIP_1A40C39A,CUST151310,JFK,MCO,['DL8521_20260219_062'],False,1,PLATINUM,R,0.38,0.49,0,0.0,0.09
PNRDB14DADD,TRIP_2D89EA1B,CUST533485,JFK,CDG,['DL8037_20260219_015'],True,2,,L,0.28,0.19,0,0.0,0.12
PNR2D081DC0,TRIP_FC0CE98F,CUST775545,SLC,CDG,"['DL1900_20260219_003', 'DL1275_20260219_123']",True,3,,G,0.36,0.16,0,0.19,0.79
PNRCD8E9AD5,TRIP_886DBEB4,CUST239970,JFK,CDG,['DL8037_20260219_099'],True,1,,G,0.21,0.17,0,0.0,0.17
PNR8941A290,TRIP_260EAF0D,CUST823420,LAX,MCO,['DL5888_20260219_028'],False,1,,T,0.27,0.36,0,0.0,0.18
PNR0E21D9B2,TRIP_C733BDA9,CUST396551,BOS,DFW,"['DL2546_20260219_121', 'DL2153_20260219_022']",False,1,DIAMOND,H,0.38,0.32,0,0.15,0.87
PNR1EC0A4C8,TRIP_E14498D6,CUST758001,ATL,FRA,['DL4572_20260219_147'],True,3,,K,0.55,0.26,0,0.0,0.09
PNR49DA78E3,TRIP_0150FAE8,CUST213735,DTW,SLC,['DL5625_20260219_145'],False,1,,K,0.71,0.32,0,0.0,0.16
PNRB0789B95,TRIP_C585CBC6,CUST200757,ATL,AMS,['DL5754_20260219_069'],True,2,SILVER,E,0.47,0.66,0,0.0,0.27
PNRA523E704,TRIP_B0562788,CUST617105,LAX,BOS,['DL2656_20260219_091'],False,1,,V,0.36,0.39,0,0.0,0.05
PNR881B4C08,TRIP_F63E7644,CUST532390,DTW,BOS,['DL7282_20260219_059'],False,1,,G,0.57,0.32,0,0.0,0.08
PNRE5DC67BD,TRIP_BD524713,CUST329082,BOS,ATL,['DL6033_20260219_140'],False,1,,L,0.46,0.11,0,0.0,0.05
PNRDD29A08F,TRIP_8D3E18D7,CUST319240,SEA,ATL,['DL8443_20260219_030'],False,6,SILVER,G,0.27,0.93,0,0.0,0.2
PNRD48C0E22,TRIP_1BE31E0D,CUST822465,DTW,CDG,"['DL3544_20260219_073', 'DL1275_20260219_123']",True,2,SILVER,U,0.39,0.25,0,0.07,0.71
PNR5240D34E,TRIP_A5DE7C02,CUST446810,JFK,BOS,['DL2106_20260219_125'],False,3,,R,0.27,0.25,0,0.0,0.11
PNRCE1A68E6,TRIP_B6EC0F08,CUST889921,MCO,JFK,['DL3693_20260219_000'],False,1,,E,0.52,0.31,0,0.0,0.06
PNRE102F828,TRIP_D766A538,CUST147400,MSP,CDG,"['DL7412_20260219_008', 'DL1275_20260219_123']",True,1,,K,0.71,0.16,0,0.14,0.27
PNRACFE5BCE,TRIP_C2C1299A,CUST860997,BOS,MCO,"['DL9947_20260219_139', 'DL8521_20260219_062']",False,2,,Q,0.84,0.16,0,0.06,0.6
PNR6FACFE40,TRIP_FC383622,CUST974113,JFK,DFW,['DL4510_20260219_076'],False,3,,M,0.83,0.24,0,0.0,0.05
PNR5891E0D6,TRIP_D6229514,CUST535214,BOS,LHR,"['DL9947_20260219_055', 'DL6187_20260219_095']",True,1,GOLD,L,0.28,0.31,0,0.08,0.75
PNR01CEAB2B,TRIP_6A6372A4,CUST545525,MCO,CDG,"['DL6962_20260219_103', 'DL4119_20260219_066']",True,1,DIAMOND,L,0.32,0.85,278.03,0.43,0.35
PNR385FA960,TRIP_815FD37A,CUST195446,JFK,FRA,['DL5757_20260219_005'],True,1,,G,0.81,0.13,0,0.0,0.22
PNRA3AAAB77,TRIP_2E85EE8E,CUST687270,ATL,JFK,['DL4337_20260219_058'],False,2,,H,0.54,0.37,0,0.0,0.2
PNRD349EC91,TRIP_1098EBC5,CUST937752,LAX,CDG,['DL1275_20260219_034'],True,1,,U,0.29,0.37,0,0.0,0.18
PNR54C3F81F,TRIP_8B1796C3,CUST650581,DTW,MCO,['DL3225_20260219_018'],False,1,,V,0.58,0.18,0,0.0,0.13
PNR528B65D9,TRIP_AE3C23C3,CUST928404,BOS,CDG,"['DL9947_20260219_055', 'DL8037_20260219_015']",True,1,GOLD,L,0.35,0.67,0,0.11,0.51
PNRAB9016C4,TRIP_CC595F06,CUST873577,DTW,MCO,['DL3225_20260219_018'],False,1,SILVER,M,0.73,0.51,0,0.0,0.22
PNR6E1D4D4C,TRIP_78CE8C51,CUST912965,LAX,AMS,['DL2266_20260219_086'],True,1,GOLD,Y,0.67,0.12,0,0.0,0.25
PNR115C9360,TRIP_E411B97B,CUST299671,JFK,CDG,"['DL7983_20260219_100', 'DL1275_20260219_034']",True,3,GOLD,M,0.54,0.82,0,0.08,0.45
PNR5A076982,TRIP_CF34CC37,CUST854162,JFK,LHR,['DL6187_20260219_095'],True,1,SILVER,Y,0.3,0.42,0,0.0,0.14
PNRC2A9B89D,TRIP_A9456627,CUST704383,SLC,AMS,"['DL1900_20260219_087', 'DL2266_20260219_136']",True,1,,Q,0.58,0.19,308.89,0.29,0.71
PNRD1E8D4D7,TRIP_13DDF68D,CUST631778,MCO,ATL,"['DL3693_20260219_084', 'DL7836_20260219_094']",False,2,,N,0.5,0.11,679.37,0.24,0.1
PNR3DEFC3C2,TRIP_4CB11930,CUST859063,DFW,DTW,['DL8877_20260219_096'],False,1,,E,0.56,0.26,0,0.0,0.15
PNR8A4C4EAB,TRIP_F9D61127,CUST437264,LAX,JFK,['DL6709_20260219_060'],False,1,GOLD,U,0.46,0.14,0,0.0,0.13
PNRB52C8DBA,TRIP_B4B19A6E,CUST318016,SEA,BOS,"['DL4383_20260219_115', 'DL2656_20260219_007']",False,2,,S,0.37,0.28,0,0.07,0.59
PNRF69B229E,TRIP_E837A809,CUST231875,ATL,LHR,['DL9406_20260219_090'],True,3,,K,0.25,0.18,0,0.0,0.06
PNR7FAD08CB,TRIP_8E405643,CUST868905,DTW,MSP,"['DL7313_20260219_117', 'DL3904_20260219_088']",False,3,,Y,0.38,0.36,0,0.15,0.24
PNR45A705E8,TRIP_C4E113D1,CUST496453,ATL,MCO,['DL4870_20260219_127'],False,4,,L,0.7,0.16,0,0.0,0.21
PNR0B57EA7F,TRIP_032A81B7,CUST749146,LAX,CDG,['DL1275_20260219_039'],True,2,,N,0.67,0.32,0,0.0,0.18
PNREADA30D1,TRIP_3836D4D4,CUST540191,DTW,ATL,['DL6180_20260219_078'],False,1,,U,0.73,0.14,0,0.0,0.23
PNRD719683A,TRIP_DD1944A1,CUST186159,ATL,LAX,['DL6547_20260219_110'],False,1,,T,0.52,0.11,0,0.0,0.15
PNR18F698AD,TRIP_DF0F086B,CUST894462,JFK,CDG,['DL8037_20260219_099'],True,1,PLATINUM,E,0.4,0.89,0,0.0,0.1
PNR86BA0791,TRIP_DF5FC3C5,CUST300982,JFK,ATL,['DL7836_20260219_094'],False,1,SILVER,X,0.87,0.92,0,0.0,0.06
PNRAE954149,TRIP_3C65036D,CUST954297,SEA,FRA,"['DL4383_20260219_115', 'DL6839_20260219_085']",True,1,,X,0.57,0.37,109.0,0.26,0.28
PNRFBED8268,TRIP_F335C59C,CUST240775,SLC,LHR,"['DL4098_20260219_071', 'DL9406_20260219_131']",True,2,,T,0.53,0.35,0,0.18,0.15
PNR327E53D0,TRIP_61E9CD76,CUST350417,LAX,LHR,['DL4768_20260219_009'],True,1,SILVER,X,0.34,0.29,0,0.0,0.29
PNR368F429C,TRIP_9B99D730,CUST843312,ATL,FRA,['DL4572_20260219_049'],True,3,,V,0.29,0.32,0,0.0,0.25
PNR966482C6,TRIP_4D560035,CUST856287,ATL,SLC,['DL3565_20260219_023'],False,1,,G,0.82,0.14,0,0.0,0.06
PNR0F7D831D,TRIP_E682A3CB,CUST616508,DTW,SLC,['DL5625_20260219_061'],False,2,SILVER,L,0.35,0.46,0,0.0,0.13
PNRA3F281D5,TRIP_E554D177,CUST741597,LAX,JFK,"['DL2205_20260219_126', 'DL4337_20260219_142']",False,1,,M,0.73,0.25,484.68,0.42,0.89
PNR9D5412EB,TRIP_3565F0B2,CUST293807,LAX,MSP,"['DL2205_20260219_126', 'DL9631_20260219_138']",False,2,GOLD,Y,0.35,0.12,0,0.05,0.75
PNR817E62B1,TRIP_D40DBB2C,CUST978283,LAX,FRA,['DL6839_20260219_085'],True,3,,Q,0.62,0.38,0,0.0,0.11
PNR03F456F7,TRIP_4CA1166B,CUST725026,SEA,JFK,"['DL2548_20260219_141', 'DL7313_20260219_117']",False,2,,X,0.28,0.32,532.41,0.38,0.1
PNRC8F811F8,TRIP_3B32D948,CUST240431,ATL,MSP,['DL9631_20260219_054'],False,1,SILVER,E,0.82,0.17,0,0.0,0.2
PNRA0504EFE,TRIP_C351DAD0,CUST665422,MSP,JFK,['DL9277_20260219_134'],False,2,,H,0.4,0.17,0,0.0,0.18
PNR96287FED,TRIP_9800925F,CUST858072,JFK,MCO,"['DL7836_20260219_010', 'DL4870_20260219_127']",False,1,DIAMOND,L,0.31,0.29,0,0.12,0.58
PNR167E92EC,TRIP_9924C1F6,CUST138255,SLC,DFW,"['DL4098_20260219_071', 'DL8515_20260219_097']",False,1,,M,0.69,0.36,0,0.09,0.34
PNR5EFC9EED,TRIP_F7AF66D7,CUST761104,JFK,DTW,['DL6858_20260219_104'],False,4,,E,0.21,0.34,0,0.0,0.11
PNR2B24CEEF,TRIP_4792585B,CUST644566,DTW,SEA,['DL6880_20260219_109'],False,1,GOLD,B,0.69,0.2,0,0.0,0.08
PNR4BB15FE0,TRIP_FD33D820,CUST645528,JFK,MSP,['DL3904_20260219_004'],False,4,PLATINUM,B,0.82,0.43,0,0.0,0.15
PNRBE2A2600,TRIP_78E7C240,CUST435940,ATL,LHR,['DL9406_20260219_006'],True,1,SILVER,M,0.86,0.29,0,0.0,0.29
PNRAE3F58C4,TRIP_01A7F828,CUST633804,LAX,MSP,['DL1761_20260219_065'],False,4,,R,0.59,0.23,0,0.0,0.08
PNR545E26A3,TRIP_DA8DB16A,CUST751353,JFK,LHR,['DL6187_20260219_124'],True,1,,Q,0.35,0.26,0,0.0,0.12
PNR21041027,TRIP_0230268A,CUST932371,JFK,ATL,['DL7836_20260219_010'],False,1,,Y,0.57,0.23,0,0.0,0.1
PNR31E44FE3,TRIP_66AC9A2A,CUST148360,BOS,ATL,['DL6033_20260219_140'],False,2,,R,0.35,0.29,0,0.0,0.2
PNR95116F0F,TRIP_8E068F65,CUST149798,DFW,LHR,"['DL7334_20260219_032', 'DL6187_20260219_095']",True,1,SILVER,Y,0.56,0.99,332.34,0.29,0.15
PNR0C86973B,TRIP_1D082509,CUST711214,JFK,MSP,['DL3904_20260219_004'],False,2,,T,0.77,0.22,0,0.0,0.2
PNRB386FD71,TRIP_3A103F60,CUST918433,ATL,SLC,['DL3565_20260219_107'],False,3,,N,0.66,0.35,0,0.0,0.21
PNRB5D7954E,TRIP_6D5B269E,CUST661265,DFW,JFK,['DL7334_20260219_116'],False,1,,Q,0.75,0.27,0,0.0,0.21
PNRDEDAD75F,TRIP_A9743F4F,CUST909814,BOS,DTW,['DL2546_20260219_037'],False,1,,Y,0.55,0.19,0,0.0,0.2
PNRFB69E044,TRIP_66B77EFD,CUST293938,ATL,FRA,['DL4572_20260219_049'],True,5,PLATINUM,H,0.79,0.83,0,0.0,0.11
